"id"	"name"	"tc"	"exid"	"exname"	"fullname"
"gnl|TC-DB|P69797|4.A.6.1.1"	"PTS system mannose-specific EIIAB component - Escherichia coli."	"4.A.6.1.1"	"EX_man(e)"	"mannose"	"gnl|TC-DB|P69797|4.A.6.1.1 PTS system mannose-specific EIIAB component - Escherichia coli."
"gnl|TC-DB|P69801|4.A.6.1.1"	"Mannose permease IIC component - Escherichia coli."	"4.A.6.1.1"	"EX_man(e)"	"mannose"	"gnl|TC-DB|P69801|4.A.6.1.1 Mannose permease IIC component - Escherichia coli."
"gnl|TC-DB|P69805|4.A.6.1.1"	"Mannose permease IID component - Escherichia coli."	"4.A.6.1.1"	"EX_man(e)"	"mannose"	"gnl|TC-DB|P69805|4.A.6.1.1 Mannose permease IID component - Escherichia coli."
"gnl|TC-DB|P69808|4.A.2.1.11"	"Fructose-like phosphotransferase enzyme IIB component 1"	"4.A.2.1.11"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P69808|4.A.2.1.11 Fructose-like phosphotransferase enzyme IIB component 1 OS=Escherichia coli (strain K12) GN=fryB PE=3 SV=1"
"gnl|TC-DB|P69816|4.A.2.1.10"	"Fructose-like phosphotransferase enzyme IIB component 2"	"4.A.2.1.10"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P69816|4.A.2.1.10 Fructose-like phosphotransferase enzyme IIB component 2 OS=Escherichia coli (strain K12) GN=frwB PE=1 SV=1"
"gnl|TC-DB|P69824|4.A.2.1.24"	"Mannitol-specific cryptic phosphotransferase enzyme IIA component"	"4.A.2.1.24"	"EX_mnl(e)"	"mannitol"	"gnl|TC-DB|P69824|4.A.2.1.24 Mannitol-specific cryptic phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=cmtB PE=1 SV=1"
"gnl|TC-DB|P69826|4.A.2.1.24"	"PTS system mannitol-specific cryptic EIICB component"	"4.A.2.1.24"	"EX_mnl(e)"	"mannitol"	"gnl|TC-DB|P69826|4.A.2.1.24 PTS system mannitol-specific cryptic EIICB component OS=Escherichia coli (strain K12) GN=cmtA PE=3 SV=1"
"gnl|TC-DB|P71012|4.A.2.1.4"	"Phosphotransferase system (PTS) fructose-specific enzyme IIABC component (Fructose PTS IIABC) - Bacillus subtilis."	"4.A.2.1.4"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P71012|4.A.2.1.4 Phosphotransferase system (PTS) fructose-specific enzyme IIABC component (Fructose PTS IIABC) - Bacillus subtilis."
"gnl|TC-DB|P71067|2.A.14.1.3"	"L-lactate permease"	"2.A.14.1.3"	"EX_lac_L(e)"	"L-Lactate"	"gnl|TC-DB|P71067|2.A.14.1.3 L-lactate permease OS=Bacillus subtilis (strain 168) GN=lutP PE=1 SV=2"
"gnl|TC-DB|p76473|9.B.142.2.9"	"Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase"	"9.B.142.2.9"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|p76473|9.B.142.2.9 Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1"
"gnl|TC-DB|P76474|2.A.7.22.1"	"Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF"	"2.A.7.22.1"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|P76474|2.A.7.22.1 Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF OS=Escherichia coli (strain K12) GN=arnF PE=1 SV=2"
"gnl|TC-DB|P77579|4.A.2.1.11"	"Fructose-like permease IIC component 1"	"4.A.2.1.11"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P77579|4.A.2.1.11 Fructose-like permease IIC component 1 OS=Escherichia coli (strain K12) GN=fryC PE=1 SV=1"
"gnl|TC-DB|P77733|1.A.16.1.2"	"Probable formate transporter 2"	"1.A.16.1.2"	"EX_for(e)"	"formate"	"gnl|TC-DB|P77733|1.A.16.1.2 Probable formate transporter 2 OS=Escherichia coli (strain K12) GN=focB PE=3 SV=1"
"gnl|TC-DB|P77757|4.D.2.1.8"	"Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"	"4.D.2.1.8"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|P77757|4.D.2.1.8 Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase OS=Escherichia coli (strain K12) GN=arnC PE=1 SV=1"
"gnl|TC-DB|P78381|2.A.7.12.6"	"UDP-galactose translocator - Homo sapiens (Human)."	"2.A.7.12.6"	"EX_gal(e)"	"galactose"	"gnl|TC-DB|P78381|2.A.7.12.6 UDP-galactose translocator - Homo sapiens (Human)."
"gnl|TC-DB|P81891|2.A.7.22.2"	"Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE"	"2.A.7.22.2"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|P81891|2.A.7.22.2 Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE OS=Salmonella typhi GN=arnE PE=3 SV=2"
"gnl|TC-DB|P94363|2.A.24.2.4"	"HOMOLOGOUS TO CITRATE-SODIUM SYMPORT - Bacillus subtilis."	"2.A.24.2.4"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P94363|2.A.24.2.4 HOMOLOGOUS TO CITRATE-SODIUM SYMPORT - Bacillus subtilis."
"gnl|TC-DB|P94529|3.A.1.1.34"	"L-arabinose transport system permease protein AraP"	"3.A.1.1.34"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|P94529|3.A.1.1.34 L-arabinose transport system permease protein AraP OS=Bacillus subtilis GN=araP PE=2 SV=1"
"gnl|TC-DB|P94530|3.A.1.1.34"	"L-arabinose transport system permease protein AraQ"	"3.A.1.1.34"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|P94530|3.A.1.1.34 L-arabinose transport system permease protein AraQ OS=Bacillus subtilis GN=araQ PE=2 SV=2"
"gnl|TC-DB|P96169|2.A.21.3.2"	"Sodium/glucose cotransporter (Na(+)/glucose symporter) - Vibrio parahaemolyticus. "	"2.A.21.3.2"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P96169|2.A.21.3.2 Sodium/glucose cotransporter (Na(+)/glucose symporter) - Vibrio parahaemolyticus. "
"gnl|TC-DB|P96792|2.A.2.3.3"	"PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus."	"2.A.2.3.3"	"EX_xyl_D(e)"	"Xylose"	"gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus."
"gnl|TC-DB|Q01937|3.A.1.1.4"	"Lactose transport ATP-binding protein lacK - Agrobacterium radiobacter."	"3.A.1.1.4"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|Q01937|3.A.1.1.4 Lactose transport ATP-binding protein lacK - Agrobacterium radiobacter."
"gnl|TC-DB|Q03YV5|2.A.11.2.1"	"H+/gluconate symporter related permease"	"2.A.11.2.1"	"EX_glcn(e)"	"Gluconate"	"gnl|TC-DB|Q03YV5|2.A.11.2.1 H+/gluconate symporter related permease OS=Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523) GN=LEUM_0501 PE=4 SV=1"
"gnl|TC-DB|Q04121|2.A.36.1.12"	"Endosomal/prevacuolar sodium/hydrogen exchanger"	"2.A.36.1.12"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q04121|2.A.36.1.12 Endosomal/prevacuolar sodium/hydrogen exchanger OS=Saccharomyces cerevisiae GN=NHX1 PE=1 SV=1"
"gnl|TC-DB|Q045H3|4.A.3.1.3"	"PTS system lactose-specific IIB component, Lac family / PTS system lactose-specific IIC component, Lac family"	"4.A.3.1.3"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|Q045H3|4.A.3.1.3 PTS system lactose-specific IIB component, Lac family / PTS system lactose-specific IIC component, Lac family OS=Lactobacillus gasseri (strain ATCC 33323 / DSM 20243) GN=LGAS_0501 PE=4 SV=1"
"gnl|TC-DB|Q045H4|4.A.3.1.3"	"Cellobiose-specific PTS system IIA component"	"4.A.3.1.3"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q045H4|4.A.3.1.3 Cellobiose-specific PTS system IIA component OS=Lactobacillus gasseri (strain ATCC 33323 / DSM 20243) GN=LGAS_0500 PE=4 SV=1"
"gnl|TC-DB|Q045X3|4.A.3.1.2"	"PTS system lactose-specific IIB component, Lac family / PTS system lactose-specific IIC component, Lac family"	"4.A.3.1.2"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|Q045X3|4.A.3.1.2 PTS system lactose-specific IIB component, Lac family / PTS system lactose-specific IIC component, Lac family OS=Lactobacillus gasseri (strain ATCC 33323 / DSM 20243) GN=LGAS_0343 PE=4 SV=1"
"gnl|TC-DB|Q045X4|4.A.3.1.2"	"PTS system lactose-specific IIA component, Lac family"	"4.A.3.1.2"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|Q045X4|4.A.3.1.2 PTS system lactose-specific IIA component, Lac family OS=Lactobacillus gasseri (strain ATCC 33323 / DSM 20243) GN=LGAS_0342 PE=4 SV=1"
"gnl|TC-DB|Q04GK0|4.A.6.1.10"	"Mannose-specific PTS system component IIC"	"4.A.6.1.10"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q04GK0|4.A.6.1.10 Mannose-specific PTS system component IIC OS=Oenococcus oeni (strain BAA-331 / PSU-1) GN=OEOE_0465 PE=4 SV=1"
"gnl|TC-DB|Q04GK1|4.A.6.1.10"	"Phosphotransferase system, mannose/fructose-specific component IIA"	"4.A.6.1.10"	"EX_fru(e);EX_man(e)"	"fructose;mannose"	"gnl|TC-DB|Q04GK1|4.A.6.1.10 Phosphotransferase system, mannose/fructose-specific component IIA OS=Oenococcus oeni (strain BAA-331 / PSU-1) GN=OEOE_0464 PE=4 SV=1"
"gnl|TC-DB|Q06222|2.A.1.1.18"	"Glucose transporter 2A - Trypanosoma brucei brucei."	"2.A.1.1.18"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q06222|2.A.1.1.18 Glucose transporter 2A - Trypanosoma brucei brucei."
"gnl|TC-DB|Q07647|2.A.1.1.12"	"Glucose transporter type 3, brain - Rattus norvegicus (Rat)."	"2.A.1.1.12"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q07647|2.A.1.1.12 Glucose transporter type 3, brain - Rattus norvegicus (Rat)."
"gnl|TC-DB|Q09432|2.A.36.1.8"	"Sodium/hydrogen exchanger - Caenorhabditis elegans."	"2.A.36.1.8"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q09432|2.A.36.1.8 Sodium/hydrogen exchanger - Caenorhabditis elegans."
"gnl|TC-DB|Q0GR04|2.A.84.1.2"	"Maltose transporter"	"2.A.84.1.2"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q0GR04|2.A.84.1.2 Maltose transporter OS=Malus domestica GN=MEX PE=2 SV=1"
"gnl|TC-DB|Q0S1N2|4.A.2.1.13"	"Phosphotransferase system, fructose-specific"	"4.A.2.1.13"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q0S1N2|4.A.2.1.13 Phosphotransferase system, fructose-specific OS=Rhodococcus sp. (strain RHA1) GN=RHA1_ro06782 PE=4 SV=1"
"gnl|TC-DB|Q0WWW9|2.A.1.1.103"	"D-xylose-proton symporter-like 3, chloroplastic"	"2.A.1.1.103"	"EX_xyl_D(e)"	"Xylose"	"gnl|TC-DB|Q0WWW9|2.A.1.1.103 D-xylose-proton symporter-like 3, chloroplastic OS=Arabidopsis thaliana GN=At5g59250 PE=1 SV=2"
"gnl|TC-DB|Q12300|2.A.1.1.19"	"High-affinity glucose transporter RGT2 - Saccharomyces cerevisiae (Baker's yeast)."	"2.A.1.1.19"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q12300|2.A.1.1.19 High-affinity glucose transporter RGT2 - Saccharomyces cerevisiae (Baker's yeast)."
"gnl|TC-DB|Q12520|2.A.7.11.6"	"UDP-galactose transporter homologue 1"	"2.A.7.11.6"	"EX_gal(e)"	"galactose"	"gnl|TC-DB|Q12520|2.A.7.11.6 UDP-galactose transporter homologue 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HUT1 PE=1 SV=1"
"gnl|TC-DB|Q14940|2.A.36.1.16"	"Sodium/hydrogen exchanger 5"	"2.A.36.1.16"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q14940|2.A.36.1.16 Sodium/hydrogen exchanger 5 OS=Homo sapiens GN=SLC9A5 PE=1 SV=2"
"gnl|TC-DB|Q17L17|2.A.36.1.10"	"Sodium/hydrogen exchanger 3 - Aedes aegypti (Yellowfever mosquito)."	"2.A.36.1.10"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q17L17|2.A.36.1.10 Sodium/hydrogen exchanger 3 - Aedes aegypti (Yellowfever mosquito)."
"gnl|TC-DB|Q186B7|1.A.16.3.3"	"Putative formate/nitrite transporter"	"1.A.16.3.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1"
"gnl|TC-DB|Q1CY66|4.A.6.1.12"	"PTS system, mannose/fructose/sorbose family, IIA component"	"4.A.6.1.12"	"EX_fru(e);EX_man(e)"	"fructose;mannose"	"gnl|TC-DB|Q1CY66|4.A.6.1.12 PTS system, mannose/fructose/sorbose family, IIA component OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_6535 PE=4 SV=1"
"gnl|TC-DB|Q1CY67|4.A.6.1.12"	"PTS system, mannose/fructose/sorbose family, IIB component"	"4.A.6.1.12"	"EX_fru(e);EX_man(e)"	"fructose;mannose"	"gnl|TC-DB|Q1CY67|4.A.6.1.12 PTS system, mannose/fructose/sorbose family, IIB component OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_6534 PE=4 SV=1"
"gnl|TC-DB|Q1CY68|4.A.6.1.12"	"Putative PTS system, mannose/fructose/sorbose family, IIC component"	"4.A.6.1.12"	"EX_fru(e);EX_man(e)"	"fructose;mannose"	"gnl|TC-DB|Q1CY68|4.A.6.1.12 Putative PTS system, mannose/fructose/sorbose family, IIC component OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_6533 PE=4 SV=1"
"gnl|TC-DB|Q1CY69|4.A.6.1.12"	"PTS system, mannose/fructose/sorbose family, IID component"	"4.A.6.1.12"	"EX_fru(e);EX_man(e)"	"fructose;mannose"	"gnl|TC-DB|Q1CY69|4.A.6.1.12 PTS system, mannose/fructose/sorbose family, IID component OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_6532 PE=4 SV=1"
"gnl|TC-DB|Q1ENH3|2.A.29.7.5"	"Citrate transporter"	"2.A.29.7.5"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|Q1ENH3|2.A.29.7.5 Citrate transporter OS=Anguilla anguilla GN=ctp PE=2 SV=2"
"gnl|TC-DB|Q1JV40|1.A.51.1.3"	"Voltage-gated hydrogen channel 1"	"1.A.51.1.3"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q1JV40|1.A.51.1.3 Voltage-gated hydrogen channel 1 OS=Ciona intestinalis GN=HVCN1 PE=2 SV=1"
"gnl|TC-DB|Q1K314|4.A.6.1.21"	"PTS system fructose subfamily IIA component"	"4.A.6.1.21"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q1K314|4.A.6.1.21 PTS system fructose subfamily IIA component OS=Desulfuromonas acetoxidans DSM 684 GN=Dace_1968 PE=4 SV=1"
"gnl|TC-DB|Q1K316|4.A.6.1.21"	"Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific component IIC-like"	"4.A.6.1.21"	"EX_acgal(e);EX_fru(e);EX_man(e)"	"N-acetylgalactosamine;fructose;mannose"	"gnl|TC-DB|Q1K316|4.A.6.1.21 Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific component IIC-like OS=Desulfuromonas acetoxidans DSM 684 GN=Dace_1966 PE=4 SV=1"
"gnl|TC-DB|Q1K317|4.A.6.1.21"	"PTS system mannose/fructose/sorbose family IID component"	"4.A.6.1.21"	"EX_fru(e);EX_man(e)"	"fructose;mannose"	"gnl|TC-DB|Q1K317|4.A.6.1.21 PTS system mannose/fructose/sorbose family IID component OS=Desulfuromonas acetoxidans DSM 684 GN=Dace_1965 PE=4 SV=1"
"gnl|TC-DB|Q1llf9|9.B.142.2.10"	"4-Amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family"	"9.B.142.2.10"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|Q1llf9|9.B.142.2.10 4-Amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family OS=Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) GN=arnT PE=4 SV=1"
"gnl|TC-DB|Q1LZ59|4.A.2.1.7"	"Inducible fructose permease - Streptococcus mutans UA159."	"4.A.2.1.7"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q1LZ59|4.A.2.1.7 Inducible fructose permease - Streptococcus mutans UA159."
"gnl|TC-DB|Q1LZ68|4.A.2.1.8"	"Constitutive fructose permease - Streptococcus mutans UA159."	"4.A.2.1.8"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q1LZ68|4.A.2.1.8 Constitutive fructose permease - Streptococcus mutans UA159."
"gnl|TC-DB|Q1R4S9|4.A.2.1.9"	"Putative phosphotransferase system (PTS), fructose-specific"	"4.A.2.1.9"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q1R4S9|4.A.2.1.9 Putative phosphotransferase system (PTS), fructose-specific OS=Escherichia coli (strain UTI89 / UPEC) GN=UTI89_C4207 PE=4 SV=1"
"gnl|TC-DB|Q1R4T1|4.A.2.1.9"	"Putative PTS enzyme-II fructose"	"4.A.2.1.9"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q1R4T1|4.A.2.1.9 Putative PTS enzyme-II fructose OS=Escherichia coli (strain UTI89 / UPEC) GN=UTI89_C4205 PE=4 SV=1"
"gnl|TC-DB|Q21386|2.A.36.1.7"	"Sodium/hydrogen exchanger - Caenorhabditis elegans."	"2.A.36.1.7"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q21386|2.A.36.1.7 Sodium/hydrogen exchanger - Caenorhabditis elegans."
"gnl|TC-DB|Q26579|2.A.1.1.52"	"Glucose transport protein - Schistosoma mansoni (Blood fluke)."	"2.A.1.1.52"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q26579|2.A.1.1.52 Glucose transport protein - Schistosoma mansoni (Blood fluke)."
"gnl|TC-DB|Q2A687|2.A.21.3.22"	"Solute carrier family 5 (Sodium/glucose cotransporter), member 1"	"2.A.21.3.22"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q2A687|2.A.21.3.22 Solute carrier family 5 (Sodium/glucose cotransporter), member 1 OS=Leucoraja erinacea GN=slc5a1 PE=2 SV=1"
"gnl|TC-DB|Q2M3M2|2.A.21.3.17"	"Sodium/glucose cotransporter 4"	"2.A.21.3.17"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q2M3M2|2.A.21.3.17 Sodium/glucose cotransporter 4 OS=Homo sapiens GN=SLC5A9 PE=2 SV=2"
"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	"Glucose/xylose facilitator 1"	"2.A.1.1.67"	"EX_xyl_D(e);EX_glc(e)"	"Xylose;glucose"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67 Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"gnl|TC-DB|Q2MEV7|2.A.1.1.51"	"Glucose/xylose symporter 1 - Candida intermedia."	"2.A.1.1.51"	"EX_xyl_D(e);EX_glc(e)"	"Xylose;glucose"	"gnl|TC-DB|Q2MEV7|2.A.1.1.51 Glucose/xylose symporter 1 - Candida intermedia."
"gnl|TC-DB|Q39232|2.A.2.4.1"	"SUCROSE-PROTON SYMPORTER (SUCROSE TRANSPORT PROTEIN SUC1) - Arabidopsis thaliana (Mouse-ear cress)."	"2.A.2.4.1"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|Q39232|2.A.2.4.1 SUCROSE-PROTON SYMPORTER (SUCROSE TRANSPORT PROTEIN SUC1) - Arabidopsis thaliana (Mouse-ear cress)."
"gnl|TC-DB|Q3JZE2|4.A.2.1.22"	"PTS system, fructose-specific, IIB component"	"4.A.2.1.22"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q3JZE2|4.A.2.1.22 PTS system, fructose-specific, IIB component OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) GN=SAK_1761 PE=4 SV=1"
"gnl|TC-DB|Q3JZE3|4.A.2.1.22"	"PTS system, fructose-specific, IIA component"	"4.A.2.1.22"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q3JZE3|4.A.2.1.22 PTS system, fructose-specific, IIA component OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) GN=SAK_1760 PE=4 SV=1"
"gnl|TC-DB|Q3JZE4|4.A.2.1.22"	"PTS system, fructose-specific, IIC component"	"4.A.2.1.22"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q3JZE4|4.A.2.1.22 PTS system, fructose-specific, IIC component OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) GN=SAK_1759 PE=4 SV=1"
"gnl|TC-DB|Q3K0G6|4.A.2.1.20"	"PTS system, fructose-specific IIABC component"	"4.A.2.1.20"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q3K0G6|4.A.2.1.20 PTS system, fructose-specific IIABC component OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) GN=SAK_1377 PE=4 SV=1"
"gnl|TC-DB|Q3U2S8|1.A.51.1.1"	"1.A.51.1.1 Voltage-gated hydrogen channel 1"	"1.A.51.1.1"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q3U2S8|1.A.51.1.1 1.A.51.1.1 Voltage-gated hydrogen channel 1"
"gnl|TC-DB|Q3YL57|2.A.36.7.3"	"Sodium/hydrogen exchanger 8"	"2.A.36.7.3"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q3YL57|2.A.36.7.3 Sodium/hydrogen exchanger 8 OS=Arabidopsis thaliana GN=NHX8 PE=2 SV=1"
"gnl|TC-DB|Q400D8|2.A.1.1.36"	"Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans)."	"2.A.1.1.36"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q400D8|2.A.1.1.36 Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans)."
"gnl|TC-DB|Q45064|9.B.31.1.2"	"Glycerol-3-phosphate acyltransferase"	"9.B.31.1.2"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|Q45064|9.B.31.1.2 Glycerol-3-phosphate acyltransferase OS=Bacillus subtilis (strain 168) GN=plsY PE=1 SV=1"
"gnl|TC-DB|Q45632|2.A.1.65.9"	"Maltose permease"	"2.A.1.65.9"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q45632|2.A.1.65.9 Maltose permease OS=Geobacillus stearothermophilus GN=malA PE=3 SV=1"
"gnl|TC-DB|Q46839|2.A.14.1.2"	"PUTATIVE L-LACTATE PERMEASE - Escherichia coli."	"2.A.14.1.2"	"EX_lac_L(e)"	"L-Lactate"	"gnl|TC-DB|Q46839|2.A.14.1.2 PUTATIVE L-LACTATE PERMEASE - Escherichia coli."
"gnl|TC-DB|Q47377|2.A.7.22.1"	"Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE"	"2.A.7.22.1"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|Q47377|2.A.7.22.1 Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE OS=Escherichia coli (strain K12) GN=arnE PE=1 SV=2"
"gnl|TC-DB|Q48769|2.A.24.3.2"	"CITRATE PERMEASE - Leuconostoc mesenteroides."	"2.A.24.3.2"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|Q48769|2.A.24.3.2 CITRATE PERMEASE - Leuconostoc mesenteroides."
"gnl|TC-DB|Q48WG5|4.A.1.1.12"	"PTS system, glucose-specific IIABC component - Streptococcus pyogenes serotype M1."	"4.A.1.1.12"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q48WG5|4.A.1.1.12 PTS system, glucose-specific IIABC component - Streptococcus pyogenes serotype M1."
"gnl|TC-DB|Q4FQK9|1.A.16.4.2"	"Formate/nitrite transporter family (FNT)"	"1.A.16.4.2"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q4FQK9|1.A.16.4.2 Formate/nitrite transporter family (FNT) OS=Psychrobacter arcticus (strain DSM 17307 / 273-4) GN=Psyc_1851 PE=4 SV=1"
"gnl|TC-DB|Q4G0N8|2.A.36.7.5"	"Sodium/hydrogen exchanger 10"	"2.A.36.7.5"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q4G0N8|2.A.36.7.5 Sodium/hydrogen exchanger 10 OS=Homo sapiens GN=SLC9C1 PE=2 SV=2"
"gnl|TC-DB|Q4ZJI4|2.A.36.2.3"	"Sodium/hydrogen exchanger 9B1"	"2.A.36.2.3"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q4ZJI4|2.A.36.2.3 Sodium/hydrogen exchanger 9B1 OS=Homo sapiens GN=SLC9B1 PE=2 SV=2"
"gnl|TC-DB|Q51330|2.A.1.11.1"	"OXALATE:FORMATE ANTIPORT PROTEIN - Oxalobacter formigenes."	"2.A.1.11.1"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q51330|2.A.1.11.1 OXALATE:FORMATE ANTIPORT PROTEIN - Oxalobacter formigenes."
"gnl|TC-DB|Q51485|1.B.19.1.1"	"Porin B precursor (Outer membrane protein D1) (Glucose porin) - Pseudomonas aeruginosa."	"1.B.19.1.1"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q51485|1.B.19.1.1 Porin B precursor (Outer membrane protein D1) (Glucose porin) - Pseudomonas aeruginosa."
"gnl|TC-DB|Q54066|4.D.1.1.2"	"Poly-beta-1,6-N-acetyl-D-glucosamine synthase"	"4.D.1.1.2"	"EX_acgam(e);EX_gam(e)"	"N-Acetyl-D-Glucosamine;D-glucosamine"	"gnl|TC-DB|Q54066|4.D.1.1.2 Poly-beta-1,6-N-acetyl-D-glucosamine synthase OS=Staphylococcus epidermidis (strain ATCC 35984 / RP62A) GN=icaA PE=1 SV=1"
"gnl|TC-DB|Q552S0|2.A.36.1.11"	"Sodium/hydrogen exchanger 1"	"2.A.36.1.11"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q552S0|2.A.36.1.11 Sodium/hydrogen exchanger 1 OS=Dictyostelium discoideum GN=nhe1 PE=2 SV=1"
"gnl|TC-DB|Q569T7|2.A.1.7.23"	"Sodium-dependent glucose transporter 1"	"2.A.1.7.23"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q569T7|2.A.1.7.23 Sodium-dependent glucose transporter 1 OS=Xenopus laevis GN=mfsd4b PE=2 SV=1"
